,Type,Sex,Size,Age,Outcome Type,Intake Condition,First_Color,Second_Color,First Breed,Second Breed
9601,CAT,Female,SMALL,2.69,ADOPTION,TREATABLE/MANAGEABLE,TORTIE,,DOMESTIC LH,
9602,CAT,Female,SMALL,2.0,ADOPTION,HEALTHY,GRAY,,DOMESTIC SH,
9603,CAT,Male,LARGE,4.0,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC SH,
9604,DOG,Female,LARGE,5.84,ADOPTION,TREATABLE/REHAB,Other,,LABRADOR RETR,
9607,DOG,Female,LARGE,2.48,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,MIX
9608,CAT,Female,SMALL,0.7,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
9609,DOG,Male,MED,3.35,ADOPTION,HEALTHY,WHITE,BLACK,SIBERIAN HUSKY,
9611,DOG,Male,MED,1.48,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,MIX
9612,DOG,Male,MED,0.98,ADOPTION,HEALTHY,WHITE,Other,RAT TERRIER,MIX
9617,CAT,Male,KITTN OR PUPPY,0.24,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
9618,CAT,Female,KITTN OR PUPPY,0.24,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
9620,DOG,Female,LARGE,2.0,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,LABRADOR RETR,Other
9621,DOG,Male,MED,5.44,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,LABRADOR RETR
9623,CAT,Male,SMALL,10.5,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
9625,DOG,Male,SMALL,0.64,ADOPTION,HEALTHY,WHITE,BLACK,Other,
9627,DOG,Female,LARGE,3.97,ADOPTION,HEALTHY,BLACK,BLACK,GERM SHEPHERD,
9632,DOG,Female,MED,0.98,ADOPTION,TREATABLE/REHAB,TAN,Other,DOBERMAN PINSCH,MIX
9633,DOG,Female,LARGE,1.48,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
9641,DOG,Male,LARGE,0.45,ADOPTION,TREATABLE/REHAB,BLACK,,MIX,Other
9642,DOG,Male,LARGE,1.0,ADOPTION,HEALTHY,BROWN,,GERM SHEPHERD,MIX
9643,DOG,Male,SMALL,1.96,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,MIX
9644,DOG,Male,LARGE,13.91,ADOPTION,HEALTHY,BROWN,,Other,AUST CATTLE DOG
9646,DOG,Male,LARGE,0.46,ADOPTION,HEALTHY,BROWN,,MIX,Other
9647,DOG,Female,MED,0.86,ADOPTION,HEALTHY,WHITE,BLACK,LABRADOR RETR,MIX
9648,DOG,Female,MED,0.79,ADOPTION,HEALTHY,WHITE,BLACK,LABRADOR RETR,MIX
9652,DOG,Male,TOY,9.12,EUTHANIZE,UNTREATABLE,BROWN,BLACK,CHIHUAHUA SH,MIX
9653,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,BRN TABBY,DOMESTIC SH,
9655,CAT,Female,LARGE,3.98,ADOPTION,HEALTHY,Other,,MIX,Other
9656,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC MH,
9658,DOG,Male,LARGE,0.75,EUTHANIZE,UNTREATABLE,WHITE,TAN,PIT BULL,
9663,CAT,Female,SMALL,7.01,ADOPTION,HEALTHY,CALICO,,DOMESTIC SH,
9664,CAT,Female,SMALL,7.01,ADOPTION,HEALTHY,TORTIE,,DOMESTIC MH,
9666,CAT,Male,LARGE,9.01,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
9668,DOG,Male,X-LRG,0.67,ADOPTION,HEALTHY,Other,,Other,
9669,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,LYNX PT,,SIAMESE,MIX
9672,DOG,Male,SMALL,0.31,ADOPTION,HEALTHY,WHITE,TAN,Other,
9674,CAT,Male,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,LYNX PT,,MIX,Other
9676,DOG,Female,SMALL,1.97,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,MIX,Other
9678,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,Other,,MIX,Other
9680,CAT,Male,SMALL,0.42,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC SH,
9682,CAT,Male,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
9684,CAT,Male,SMALL,0.42,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC SH,
9685,CAT,Male,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,LYNX PT,,SIAMESE,MIX
9686,CAT,Female,SMALL,2.0,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
9687,CAT,Male,SMALL,0.42,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC SH,
9689,CAT,Male,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
9690,DOG,Male,MED,1.22,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,GRAY,PIT BULL,
9691,DOG,Female,KITTN OR PUPPY,0.09,ADOPTION,TREATABLE/REHAB,TRICOLOR,,AUST SHEPHERD,MIX
9697,CAT,Male,SMALL,3.98,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
9699,DOG,Female,TOY,15.01,EUTHANIZE,UNTREATABLE,BROWN,Other,YORKSHIRE TERR,
9702,DOG,Female,SMALL,4.0,ADOPTION,HEALTHY,TAN,,MIX,Other
9704,DOG,Female,KITTN OR PUPPY,0.5,ADOPTION,HEALTHY,WHITE,BLUE,PIT BULL,MIX
9705,DOG,Male,SMALL,8.99,ADOPTION,TREATABLE/REHAB,WHITE,TAN,Other,CHIHUAHUA SH
9708,DOG,Male,TOY,1.45,ADOPTION,HEALTHY,TAN,,MIX,Other
9709,CAT,Male,SMALL,7.09,ADOPTION,HEALTHY,BLACK,,DOMESTIC LH,
9710,DOG,Female,TOY,3.5,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
9715,DOG,Male,LARGE,2.94,EUTHANIZE,UNTREATABLE,WHITE,GRAY,PIT BULL,MIX
9716,DOG,Male,MED,1.52,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
9717,DOG,Male,TOY,0.98,ADOPTION,HEALTHY,WHITE,,CHIHUAHUA SH,
9720,DOG,Female,LARGE,1.12,ADOPTION,HEALTHY,WHITE,,PIT BULL,
9721,DOG,Male,MED,0.17,ADOPTION,HEALTHY,WHITE,Other,Other,CATAHOULA
9724,DOG,Male,LARGE,1.43,EUTHANIZE,UNTREATABLE,WHITE,BROWN,GERM SHEPHERD,MIX
9725,CAT,Male,KITTN OR PUPPY,0.21,EUTHANIZE,TREATABLE/REHAB,WHITE,BRN TABBY,MIX,Other
9726,DOG,Male,MED,2.0,EUTHANIZE,UNTREATABLE,WHITE,BR BRINDLE,PIT BULL,MIX
9727,CAT,Male,KITTN OR PUPPY,0.15,ADOPTION,HEALTHY,WHITE,Other,MIX,Other
9730,DOG,Male,LARGE,2.83,ADOPTION,HEALTHY,TAN,,Other,
9731,DOG,Male,LARGE,0.7,ADOPTION,TREATABLE/REHAB,BROWN,BLACK,AUST SHEPHERD,MIX
9732,DOG,Male,SMALL,3.94,ADOPTION,HEALTHY,BROWN,BLACK,DACHSHUND,
9734,CAT,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,GRAY,,DOMESTIC LH,
9735,DOG,Female,SMALL,0.97,ADOPTION,HEALTHY,TRICOLOR,,PARSON RUSS TER,MIX
9737,DOG,Female,SMALL,0.55,ADOPTION,HEALTHY,Other,,CHIHUAHUA SH,MIX
9740,DOG,Male,SMALL,0.97,ADOPTION,HEALTHY,RED,,MIX,Other
9741,DOG,Female,MED,1.73,ADOPTION,HEALTHY,BLACK,,LABRADOR RETR,MIX
9742,DOG,Female,LARGE,4.47,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
9748,DOG,Female,LARGE,3.0,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
9755,CAT,Female,SMALL,3.98,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
9756,DOG,Male,MED,1.44,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BROWN,PIT BULL,MIX
9757,CAT,Male,SMALL,1.47,ADOPTION,TREATABLE/MANAGEABLE,ORG TABBY,,DOMESTIC SH,
9759,DOG,Male,MED,12.01,EUTHANIZE,UNTREATABLE,TAN,BLACK,GERM SHEPHERD,MIX
9760,DOG,Female,LARGE,1.98,EUTHANIZE,HEALTHY,TAN,BLACK,MIX,Other
9762,CAT,Male,SMALL,1.5,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
9764,CAT,Male,SMALL,1.48,ADOPTION,HEALTHY,BLACK,,DOMESTIC MH,
9767,CAT,Female,SMALL,0.97,ADOPTION,TREATABLE/MANAGEABLE,TORTIE,,DOMESTIC SH,
9768,DOG,Female,SMALL,1.5,ADOPTION,HEALTHY,RED,Other,MIN PINSCHER,
9769,DOG,Female,MED,4.12,ADOPTION,HEALTHY,RED,,MIX,Other
9772,CAT,Female,SMALL,18.01,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
9773,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC LH,
9774,DOG,Male,SMALL,5.01,EUTHANIZE,UNTREATABLE,BROWN,BLACK,CHIHUAHUA SH,
9775,DOG,Female,MED,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BR BRINDLE,PIT BULL,
9776,DOG,Male,TOY,6.01,ADOPTION,TREATABLE/REHAB,TRICOLOR,,CHIHUAHUA SH,
9777,DOG,Female,TOY,2.98,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
9781,DOG,Female,TOY,5.99,ADOPTION,TREATABLE/REHAB,WHITE,TAN,CHIHUAHUA SH,
9782,DOG,Female,MED,3.09,ADOPTION,HEALTHY,WHITE,TAN,PIT BULL,BOXER
9784,DOG,Female,SMALL,1.98,ADOPTION,HEALTHY,TAN,,POMERANIAN,
9786,DOG,Male,SMALL,7.98,ADOPTION,HEALTHY,WHITE,BLACK,CHIHUAHUA SH,MIX
9787,DOG,Male,SMALL,0.82,ADOPTION,HEALTHY,WHITE,BROWN,POMERANIAN,MIX
9790,DOG,Male,LARGE,0.3,ADOPTION,HEALTHY,WHITE,BR BRINDLE,MIX,Other
9795,CAT,Female,SMALL,6.01,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
9799,CAT,Female,SMALL,6.01,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
9802,DOG,Male,SMALL,4.0,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
9803,DOG,Male,SMALL,2.03,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,MIX
9804,DOG,Female,TOY,0.96,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA SH,MIX
9807,DOG,Male,LARGE,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,Other,,MIX,Other
9808,CAT,Male,LARGE,7.01,ADOPTION,TREATABLE/MANAGEABLE,WHITE,GRAY,DOMESTIC MH,
9813,DOG,Male,MED,7.01,ADOPTION,HEALTHY,TAN,BROWN,CATAHOULA,MIX
9815,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC SH,
9816,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,Other,DOMESTIC SH,
9820,CAT,Male,SMALL,8.43,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
9821,CAT,Male,SMALL,0.83,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
9823,DOG,Male,LARGE,0.79,EUTHANIZE,UNTREATABLE,WHITE,TAN,LABRADOR RETR,MIX
9824,CAT,Female,SMALL,1.51,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
9827,DOG,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,,CHIHUAHUA LH,
9828,DOG,Female,KITTN OR PUPPY,0.46,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,
9829,DOG,Male,KITTN OR PUPPY,0.13,EUTHANIZE,UNTREATABLE,WHITE,BLUE,PIT BULL,
9830,DOG,Male,KITTN OR PUPPY,0.13,EUTHANIZE,UNTREATABLE,WHITE,TAN,PIT BULL,
9831,DOG,Male,KITTN OR PUPPY,0.64,ADOPTION,HEALTHY,BROWN,BLACK,Other,
9833,DOG,Male,KITTN OR PUPPY,0.47,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,PIT BULL,
9835,DOG,Male,LARGE,4.15,EUTHANIZE,TREATABLE/MANAGEABLE,Other,,PIT BULL,
9836,DOG,Male,LARGE,1.98,EUTHANIZE,UNTREATABLE,TAN,,MIX,Other
9837,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
9838,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC LH,
9839,CAT,Female,SMALL,0.33,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC SH,
9841,DOG,Female,SMALL,0.98,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
9842,DOG,Male,X-LRG,4.28,ADOPTION,HEALTHY,TAN,BLACK,Other,
9843,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,CALICO,,DOMESTIC SH,
9844,CAT,Male,SMALL,10.01,ADOPTION,TREATABLE/MANAGEABLE,LYNX PT,,DOMESTIC SH,
9846,DOG,Female,LARGE,1.43,ADOPTION,HEALTHY,BROWN,BLACK,GERM SHEPHERD,
9848,CAT,Female,SMALL,1.98,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
9849,DOG,Male,SMALL,4.0,EUTHANIZE,UNTREATABLE,TAN,BLACK,CHIHUAHUA LH,MIX
9850,DOG,Female,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,TAN,BLACK,SIBERIAN HUSKY,LABRADOR RETR
9851,DOG,Male,MED,8.95,ADOPTION,TREATABLE/MANAGEABLE,TRICOLOR,,BORDER COLLIE,
9852,DOG,Male,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,BLACK,SIBERIAN HUSKY,LABRADOR RETR
9853,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC SH,
9855,DOG,Male,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,BLACK,SIBERIAN HUSKY,LABRADOR RETR
9856,DOG,Male,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,SIBERIAN HUSKY,LABRADOR RETR
9858,DOG,Male,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,BLACK,SIBERIAN HUSKY,LABRADOR RETR
9865,DOG,Male,LARGE,5.01,EUTHANIZE,UNTREATABLE,BROWN,,PIT BULL,
9867,CAT,Male,SMALL,9.99,ADOPTION,TREATABLE/MANAGEABLE,WHITE,BRN TABBY,DOMESTIC SH,
9869,DOG,Female,LARGE,0.59,EUTHANIZE,HEALTHY,TAN,BLACK,GERM SHEPHERD,
9870,DOG,Female,KITTN OR PUPPY,0.17,EUTHANIZE,UNTREATABLE,TAN,BLACK,SIBERIAN HUSKY,MIX
9872,DOG,Female,TOY,0.94,ADOPTION,TREATABLE/MANAGEABLE,TAN,,CHIHUAHUA SH,
9874,DOG,Male,LARGE,10.03,EUTHANIZE,UNTREATABLE,WHITE,BROWN,PIT BULL,MIX
9875,CAT,Male,SMALL,10.01,ADOPTION,TREATABLE/REHAB,BLACK,BLACK,DOMESTIC SH,
9876,DOG,Female,MED,6.57,EUTHANIZE,UNTREATABLE,TRICOLOR,,YORKSHIRE TERR,Other
9877,DOG,Male,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,WHITE,BROWN,GERM SHEPHERD,BORDER COLLIE
9878,DOG,Female,KITTN OR PUPPY,0.17,EUTHANIZE,UNTREATABLE,WHITE,BROWN,GERM SHEPHERD,BORDER COLLIE
9879,DOG,Male,LARGE,1.98,EUTHANIZE,UNTREATABLE,BROWN,,PIT BULL,MIX
9882,DOG,Male,SMALL,0.52,ADOPTION,HEALTHY,TRICOLOR,,RAT TERRIER,MIX
9894,CAT,Male,SMALL,3.0,EUTHANIZE,HEALTHY,BLACK,,DOMESTIC SH,
9895,DOG,Female,MED,1.43,ADOPTION,HEALTHY,WHITE,BLACK,LABRADOR RETR,AUST CATTLE DOG
9898,CAT,Female,SMALL,6.04,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
9899,CAT,Female,SMALL,3.0,ADOPTION,TREATABLE/MANAGEABLE,BLACK,,DOMESTIC MH,Other
9901,DOG,Male,LARGE,1.46,ADOPTION,HEALTHY,BROWN,,LABRADOR RETR,DOBERMAN PINSCH
9905,DOG,Female,LARGE,3.51,ADOPTION,HEALTHY,WHITE,TAN,Other,
9907,DOG,Female,KITTN OR PUPPY,0.15,ADOPTION,HEALTHY,TAN,BLACK,AUST KELPIE,MIX
9909,CAT,Male,SMALL,9.01,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC LH,
9911,DOG,Male,MED,1.0,EUTHANIZE,HEALTHY,BROWN,BLACK,GERM SHEPHERD,
9912,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,BRN TABBY,DOMESTIC MH,
9916,CAT,Female,SMALL,0.97,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC SH,
9920,DOG,Female,LARGE,1.98,EUTHANIZE,HEALTHY,TAN,BLACK,GERM SHEPHERD,
9924,DOG,Male,LARGE,0.59,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
9926,CAT,Female,SMALL,7.98,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
9927,DOG,Male,MED,2.33,ADOPTION,HEALTHY,GRAY,,Other,
9929,DOG,Male,MED,2.92,ADOPTION,HEALTHY,WHITE,TAN,PIT BULL,BOXER
9941,DOG,Male,LARGE,4.13,EUTHANIZE,UNTREATABLE,WHITE,Other,PIT BULL,
9944,DOG,Female,TOY,1.0,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA LH,MIX
9946,DOG,Male,TOY,1.0,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,CHIHUAHUA LH,MIX
9952,DOG,Female,MED,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,GRAY,PIT BULL,
9960,DOG,Male,LARGE,1.02,ADOPTION,HEALTHY,BLACK,,GERM SHEPHERD,MIX
9962,DOG,Male,MED,1.0,EUTHANIZE,UNTREATABLE,TAN,BLACK,GERM SHEPHERD,MIX
9965,DOG,Female,MED,1.9,ADOPTION,HEALTHY,BLACK,,LABRADOR RETR,DOBERMAN PINSCH
9969,DOG,Female,TOY,0.72,ADOPTION,HEALTHY,WHITE,BROWN,MIX,Other
9972,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,CALICO,,DOMESTIC LH,
9977,DOG,Female,MED,0.98,ADOPTION,HEALTHY,BLACK,,AUST KELPIE,MIX
9981,DOG,Female,MED,7.96,EUTHANIZE,UNTREATABLE,WHITE,,CHIHUAHUA SH,MIX
9982,DOG,Male,MED,1.98,EUTHANIZE,UNTREATABLE,BR BRINDLE,,PIT BULL,BOXER
9983,DOG,Male,MED,1.98,EUTHANIZE,UNTREATABLE,WHITE,BROWN,CHIHUAHUA SH,MIX
9984,DOG,Female,TOY,2.47,ADOPTION,TREATABLE/REHAB,WHITE,TAN,CHIHUAHUA SH,MIX
9985,CAT,Female,KITTN OR PUPPY,0.59,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC MH,
9989,DOG,Female,TOY,1.18,ADOPTION,HEALTHY,BROWN,,CAIRN TERRIER,MIX
9990,CAT,Female,SMALL,13.01,ADOPTION,TREATABLE/MANAGEABLE,Other,,MIX,Other
9992,CAT,Male,SMALL,0.7,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
9993,CAT,Male,SMALL,11.48,ADOPTION,TREATABLE/MANAGEABLE,GRAY TABBY,,DOMESTIC SH,
9994,DOG,Female,LARGE,3.36,ADOPTION,TREATABLE/MANAGEABLE,TAN,,PIT BULL,
9995,DOG,Male,MED,1.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,
9996,DOG,Male,KITTN OR PUPPY,0.43,ADOPTION,HEALTHY,BR BRINDLE,,GERM SHEPHERD,MIX
9998,CAT,Male,SMALL,5.9,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,DOMESTIC SH,
10000,CAT,Female,SMALL,0.67,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
10003,CAT,Female,SMALL,3.0,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC LH,
10004,DOG,Male,SMALL,0.82,ADOPTION,HEALTHY,WHITE,BLACK,BORDER COLLIE,MIX
10008,CAT,Female,SMALL,8.01,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
10010,CAT,Female,SMALL,10.01,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC SH,
10011,CAT,Male,SMALL,1.98,EUTHANIZE,TREATABLE/REHAB,Other,,DOMESTIC LH,
10012,CAT,Male,SMALL,10.01,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
10020,DOG,Male,LARGE,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,BROWN,,GERM SHEPHERD,MIX
10021,DOG,Female,LARGE,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,BROWN,,GERM SHEPHERD,MIX
10022,DOG,Female,LARGE,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,BROWN,,GERM SHEPHERD,MIX
10023,CAT,Male,SMALL,6.55,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
10025,CAT,Male,SMALL,3.0,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC LH,
10026,DOG,Female,LARGE,2.26,ADOPTION,HEALTHY,WHITE,,SIBERIAN HUSKY,
10032,DOG,Female,MED,1.98,EUTHANIZE,UNTREATABLE,WHITE,BR BRINDLE,Other,
10035,CAT,Male,SMALL,0.59,EUTHANIZE,UNTREATABLE,Other,,DOMESTIC LH,
10036,DOG,Female,KITTN OR PUPPY,0.12,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,AUST KELPIE,MIX
10037,DOG,Female,KITTN OR PUPPY,0.12,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,AUST KELPIE,MIX
10040,CAT,Female,SMALL,1.0,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
10041,CAT,Female,SMALL,14.01,ADOPTION,TREATABLE/MANAGEABLE,WHITE,BRN TABBY,DOMESTIC SH,
10042,DOG,Male,KITTN OR PUPPY,0.12,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,AUST KELPIE,MIX
10043,DOG,Female,KITTN OR PUPPY,0.12,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,AUST KELPIE,MIX
10045,DOG,Female,KITTN OR PUPPY,0.12,ADOPTION,TREATABLE/REHAB,WHITE,BROWN,AUST KELPIE,MIX
10048,DOG,Female,MED,0.82,ADOPTION,HEALTHY,TRICOLOR,,BORDER COLLIE,MIX
10051,CAT,Male,SMALL,2.0,EUTHANIZE,TREATABLE/MANAGEABLE,BRN TABBY,,DOMESTIC SH,
10052,DOG,Male,SMALL,0.98,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,
10056,DOG,Male,LARGE,0.9,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,BORDER COLLIE
10057,DOG,Female,SMALL,1.0,ADOPTION,HEALTHY,BROWN,BLACK,MIN PINSCHER,
10058,CAT,Female,SMALL,2.0,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC SH,
10060,CAT,Male,SMALL,2.0,EUTHANIZE,UNTREATABLE,WHITE,Other,DOMESTIC SH,
10065,DOG,Male,SMALL,19.01,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,Other,
10069,CAT,Male,SMALL,2.0,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
10070,DOG,Female,MED,2.82,EUTHANIZE,UNTREATABLE,TAN,BLACK,LABRADOR RETR,GERM SHEPHERD
10072,DOG,Female,MED,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BROWN,PIT BULL,
10075,CAT,Female,SMALL,5.51,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
10078,CAT,Female,SMALL,5.01,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
10081,DOG,Female,SMALL,0.23,ADOPTION,HEALTHY,BROWN,BLACK,GERM SHEPHERD,MIX
10084,DOG,Male,LARGE,1.98,EUTHANIZE,UNTREATABLE,TAN,BLACK,GERM SHEPHERD,
10087,DOG,Male,MED,1.44,ADOPTION,HEALTHY,TAN,BROWN,PIT BULL,MIX
10089,CAT,Male,KITTN OR PUPPY,0.39,ADOPTION,TREATABLE/REHAB,GRAY,,DOMESTIC MH,
10092,DOG,Female,SMALL,2.0,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,CHIHUAHUA SH,
10093,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
10094,DOG,Female,MED,1.98,EUTHANIZE,HEALTHY,WHITE,BR BRINDLE,PIT BULL,MIX
10096,DOG,Male,SMALL,0.96,ADOPTION,HEALTHY,WHITE,BLACK,MIX,Other
10097,DOG,Male,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,BR BRINDLE,,GERM SHEPHERD,
10098,CAT,Male,SMALL,11.99,EUTHANIZE,UNTREATABLE,ORG TABBY,,DOMESTIC MH,
10099,DOG,Female,MED,5.92,ADOPTION,HEALTHY,Other,Other,BORDER COLLIE,ALASKAN HUSKY
10101,CAT,Female,KITTN OR PUPPY,0.29,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
10102,DOG,Male,LARGE,1.0,ADOPTION,HEALTHY,WHITE,BLACK,ROTTWEILER,LABRADOR RETR
10103,DOG,Female,MED,10.85,ADOPTION,TREATABLE/MANAGEABLE,RED,,AUST CATTLE DOG,MIX
10105,CAT,Female,SMALL,1.98,EUTHANIZE,TREATABLE/MANAGEABLE,Other,,DOMESTIC LH,
10106,CAT,Male,SMALL,11.01,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
10108,CAT,Female,SMALL,1.0,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
10109,DOG,Male,MED,8.97,ADOPTION,HEALTHY,BR BRINDLE,,PIT BULL,MIX
10112,CAT,Female,SMALL,1.0,ADOPTION,HEALTHY,TORTIE,,DOMESTIC SH,
10113,DOG,Female,SMALL,2.43,ADOPTION,HEALTHY,TAN,,PUG,CHIHUAHUA SH
10114,CAT,Female,SMALL,11.01,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC LH,
10115,DOG,Female,SMALL,0.98,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA LH,
10116,DOG,Female,LARGE,5.01,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,GRAY,PIT BULL,
